Ranking;Country;Regional indicator;Happiness score;GDP per capita;Social support;Healthy life expectancy;Freedom to make life choices;Generosity;Perceptions of corruption;Year
19;Czech Republic;Central and Eastern Europe;6,91090;7,88925;0,90806;70;0,72951;0,08130;0,90659;2020
20;Belgium;Western Europe;6,86350;8,43276;0,90379;72;0,72094;0,25792;0,60852;2020
21;United Arab Emirates;Middle East and North Africa;6,79080;9,31287;0,80848;67;0,94182;0,49254;0,58697;2020
22;Malta;Western Europe;6,77280;8,15080;0,93240;72;0,91341;0,59876;0,66452;2020
23;France;Western Europe;6,66380;8,25242;0,94267;74;0,74149;0,19762;0,57367;2020
24;Mexico;Latin America and Caribbean;6,46500;6,66626;0,79243;68;0,79896;0,14583;0,84407;2020
25;Taiwan Province of China;East Asia;6,45540;8,63858;0,87735;70;0,64824;0,26429;0,75333;2020
26;Uruguay;Latin America and Caribbean;6,44010;6,96959;0,92085;69;0,85719;0,23191;0,63721;2020
27;Saudi Arabia;Middle East and North Africa;6,40650;8,68321;0,84646;66;0,79115;0,15345;0,69367;2020
28;Spain;Western Europe;6,40090;8,00777;0,91828;74;0,61446;0,29010;0,79447;2020
29;Guatemala;Latin America and Caribbean;6,39890;4,90550;0,75878;65;0,88443;0,29942;0,81552;2020
30;Italy;Western Europe;6,38740;8,04591;0,87059;74;0,46346;0,29881;0,92470;2020
31;Singapore;Southeast Asia;6,37710;9,88875;0,90171;77;0,91641;0,38393;0,00000;2020
32;Brazil;Latin America and Caribbean;6,37560;6,19961;0,88104;66;0,69712;0,23108;0,80021;2020
33;Slovenia;Central and Eastern Europe;6,36340;7,86537;0,94644;71;0,93283;0,25570;0,85649;2020
34;El Salvador;Latin America and Caribbean;6,34830;4,87377;0,74271;66;0,75590;0,20873;0,78050;2020
35;Kosovo;Central and Eastern Europe;6,32520;5,46948;0,76505;64;0,80384;0,57087;0,98395;2020
36;Panama;Latin America and Caribbean;6,30480;7,14313;0,88923;70;0,83640;0,17059;0,89829;2020
37;Slovakia;Central and Eastern Europe;6,28060;7,77547;0,92037;69;0,61093;0,20486;0,97882;2020
38;Uzbekistan;Commonwealth of Independent States;6,25760;4,53351;0,92663;65;1,00000;0,63760;0,47434;2020
39;Chile;Latin America and Caribbean;6,22850;7,13874;0,85508;70;0,60219;0,27303;0,88212;2020
40;Bahrain;Middle East and North Africa;6,22730;8,43829;0,84993;69;0,88046;0,50447;0,76237;2020
41;Lithuania;Western Europe;6,21550;7,76715;0,92588;67;0,60649;0,09423;0,84742;2020
42;Trinidad and Tobago;Latin America and Caribbean;6,19190;7,59849;0,90938;64;0,79757;0,34987;0,97172;2020
43;Poland;Central and Eastern Europe;6,18630;7,60882;0,84675;69;0,80474;0,11122;0,69889;2020
44;Colombia;Latin America and Caribbean;6,16340;6,06636;0,86229;68;0,76001;0,16211;0,91401;2020
45;Cyprus;Western Europe;6,15900;7,89236;0,74257;74;0,66264;0,40001;0,90396;2020
46;Nicaragua;Latin America and Caribbean;6,13710;4,03490;0,82117;68;0,80793;0,37358;0,67349;2020
47;Romania;Central and Eastern Europe;6,12370;7,29107;0,77182;67;0,77149;0,11966;0,99844;2020
48;Kuwait;Middle East and North Africa;6,10210;9,27218;0,80435;67;0,82257;0,23297;0,78840;2020
49;Mauritius;Sub-Saharan Africa;6,10130;6,98692;0,90185;66;0,85225;0,32799;0,84228;2020
50;Kazakhstan;Commonwealth of Independent States;6,05790;7,30534;0,93907;65;0,71752;0,26976;0,79281;2020
51;Estonia;Western Europe;6,02180;7,75987;0,93904;69;0,83180;0,21961;0,62157;2020
52;Philippines;Southeast Asia;6,00600;5,04414;0,80474;62;0,89707;0,22685;0,75545;2020
53;Hungary;Central and Eastern Europe;6,00040;7,57679;0,91951;68;0,55736;0,12371;0,94833;2020
54;Thailand;Southeast Asia;5,99880;6,55330;0,87073;67;0,87909;0,66111;0,94028;2020
55;Argentina;Latin America and Caribbean;5,97470;6,69279;0,88690;69;0,75128;0,12302;0,88669;2020
56;Honduras;Latin America and Caribbean;5,95320;3,89649;0,76679;67;0,81952;0,45020;0,83718;2020
57;Latvia;Western Europe;5,95000;7,42769;0,91395;67;0,47485;0,13234;0,83046;2020
58;Ecuador;Latin America and Caribbean;5,92520;5,55344;0,78900;69;0,80089;0,20183;0,83729;2020
59;Portugal;Western Europe;5,91090;7,60603;0,86557;72;0,85089;0,09308;0,94798;2020
60;Jamaica;Latin America and Caribbean;5,88980;5,06976;0,91000;67;0,79785;0,20405;0,94345;2020
61;South Korea;East Asia;5,87240;8,10386;0,73248;74;0,37411;0,29888;0,82258;2020
62;Japan;East Asia;5,87080;8,24327;0,86092;75;0,71468;0,06267;0,65969;2020
63;Peru;Latin America and Caribbean;5,79680;5,97751;0,78084;68;0,74027;0,16078;0,94930;2020
64;Serbia;Central and Eastern Europe;5,77820;6,43064;0,85776;68;0,57038;0,26374;0,88850;2020
65;Bolivia;Latin America and Caribbean;5,74750;4,75687;0,73816;64;0,82863;0,24284;0,86319;2020
66;Pakistan;South Asia;5,69330;4,01385;0,56410;58;0,58480;0,40137;0,77007;2020
67;Paraguay;Latin America and Caribbean;5,69210;5,84372;0,88410;66;0,84600;0,35854;0,87794;2020
68;Dominican Republic;Latin America and Caribbean;5,68920;6,39817;0,85870;66;0,81191;0,19690;0,78253;2020
69;Bosnia and Herzegovina;Central and Eastern Europe;5,67410;5,97651;0,77799;68;0,44047;0,46332;0,99780;2020
70;Moldova;Central and Eastern Europe;5,60750;4,60681;0,79952;65;0,56193;0,30545;0,97303;2020
71;Tajikistan;Commonwealth of Independent States;5,55570;3,09027;0,78729;64;0,75171;0,32013;0,58403;2020
72;Montenegro;Central and Eastern Europe;5,54610;6,57360;0,81784;69;0,43738;0,26151;0,81537;2020
73;Russia;Commonwealth of Independent States;5,54600;7,33401;0,89085;64;0,57625;0,17381;0,91429;2020
74;Kyrgyzstan;Commonwealth of Independent States;5,54150;3,33955;0,86654;64;0,88655;0,52889;0,94286;2020
75;Belarus;Commonwealth of Independent States;5,53990;6,63025;0,89634;66;0,41940;0,15783;0,63687;2020
77;Greece;Middle East and North Africa;5,51500;7,34098;0,75536;72;0,25029;0,00000;0,90839;2020
78;Hong Kong S.A.R. of China;East Asia;5,51040;8,95925;0,80357;77;0,66259;0,50592;0,37639;2020
79;Croatia;Central and Eastern Europe;5,50470;7,21703;0,84731;70;0,55023;0,20006;0,97688;2020
80;Libya;Middle East and North Africa;5,48880;6,65016;0,77301;62;0,65105;0,25053;0,67691;2020
81;Mongolia;East Asia;5,45620;5,88851;0,94273;62;0,51308;0,46311;0,91272;2020
82;Malaysia;Southeast Asia;5,38430;7,60356;0,75861;67;0,86105;0,48241;0,88341;2020
83;Vietnam;Southeast Asia;5,35350;4,67302;0,80971;68;0,93879;0,23953;0,83148;2020
84;Indonesia;Southeast Asia;5,28560;5,80292;0,74620;62;0,81954;0,95232;0,92820;2020
85;Ivory Coast;Sub-Saharan Africa;5,23330;3,49517;0,51676;50;0,57282;0,29819;0,82464;2020
86;Benin;Sub-Saharan Africa;5,21600;2,38336;0,22773;54;0,58540;0,34515;0,76380;2020
87;Maldives;Southeast Asia;5,19760;6,10320;0,90612;71;0,79075;0,39346;0,86513;2020
88;Congo (Brazzaville);Sub-Saharan Africa;5,19440;4,12329;0,48957;58;0,55752;0,20571;0,77742;2020
89;Azerbaijan;Commonwealth of Independent States;5,16480;6,44425;0,76288;66;0,67468;0,07040;0,53615;2020
90;Macedonia;Central and Eastern Europe;5,15980;6,08698;0,76454;68;0,59172;0,32618;0,95387;2020
91;Ghana;Sub-Saharan Africa;5,14800;3,74746;0,62444;57;0,68846;0,45856;0,89390;2020
92;Nepal;South Asia;5,13720;2,88968;0,71130;64;0,69325;0,52819;0,76086;2020
93;Turkey;Middle East and North Africa;5,13180;7,33511;0,77357;67;0,36696;0,15073;0,77308;2020
94;China;East Asia;5,12390;6,44595;0,73152;69;0,86778;0,13868;0,78008;2020
95;Turkmenistan;Commonwealth of Independent States;5,11910;6,56588;0,97603;62;0,74320;0,56708;0,93716;2020
96;Bulgaria;Central and Eastern Europe;5,10150;6,81051;0,94379;67;0,60268;0,18222;1,00000;2020
97;Morocco;Middle East and North Africa;5,09480;4,93677;0,41692;66;0,64918;0,07026;0,85486;2020
98;Cameroon;Sub-Saharan Africa;5,08490;3,27953;0,58138;53;0,63358;0,34752;0,89798;2020
99;Venezuela;Latin America and Caribbean;5,05320;5,01237;0,87140;67;0,39194;0,15300;0,88067;2020
100;Argelia;Middle East and North Africa;5,00510;6,14219;0,73858;66;0,12108;0,20869;0,75769;2020
101;Senegal;Sub-Saharan Africa;4,98080;3,28021;0,61683;60;0,50832;0,28851;0,84645;2020
102;Guinea;Sub-Saharan Africa;4,94930;2,53800;0,48551;54;0,53641;0,43785;0,78955;2020
103;Niger;Sub-Saharan Africa;4,90960;0,70497;0,45478;54;0,62791;0,36534;0,74200;2020
104;Laos;East Asia;4,88860;4,65091;0,63803;59;0,88281;0,47852;0,63562;2020
105;Albania;Central and Eastern Europe;4,88270;5,90009;0,53664;69;0,66633;0,30015;0,95243;2020
106;Cambodia;Southeast Asia;4,84840;3,54424;0,69233;62;0,97356;0,40951;0,86339;2020
107;Bangladesh;South Asia;4,83280;3,61922;0,56140;65;0,87142;0,31018;0,66851;2020
108;Gabon;Sub-Saharan Africa;4,82930;6,42975;0,71493;60;0,53292;0,09128;0,89533;2020
109;South Africa;Sub-Saharan Africa;4,81410;5,87073;0,81359;57;0,62715;0,22184;0,88840;2020
110;Iraq;Middle East and North Africa;4,78480;6,39054;0,65358;60;0,40906;0,26851;0,86277;2020
111;Lebanon;Middle East and North Africa;4,77150;5,78673;0,77056;67;0,26760;0,27820;0,95964;2020
112;Burkina Faso;Sub-Saharan Africa;4,76870;1,96832;0,60055;54;0,46504;0,32711;0,76291;2020
113;Gambia;Sub-Saharan Africa;4,75060;1,67238;0,57037;55;0,58191;0,74759;0,70348;2020
114;Mali;Sub-Saharan Africa;4,72930;2,29367;0,62882;52;0,54457;0,29776;0,88344;2020
115;Nigeria;Sub-Saharan Africa;4,72410;4,20324;0,63759;50;0,62758;0,38842;0,91074;2020
116;Armenia;Commonwealth of Independent States;4,67680;5,25981;0,66852;67;0,54535;0,18818;0,80378;2020
117;Georgia;Commonwealth of Independent States;4,67260;5,51319;0,47248;64;0,70030;0,08355;0,67348;2020
118;Iran;Middle East and North Africa;4,67240;6,69837;0,57269;66;0,43446;0,48609;0,73244;2020
119;Jordan;Middle East and North Africa;4,63340;5,10959;0,73672;67;0,61283;0,16057;0,71514;2020
120;Mozambique;Sub-Saharan Africa;4,62360;1,16317;0,61723;54;0,80888;0,38683;0,69416;2020
121;Kenya;Sub-Saharan Africa;4,58300;3,10029;0,58484;60;0,74889;0,69128;0,87396;2020
122;Namibia;Sub-Saharan Africa;4,57110;5,46688;0,80497;57;0,64131;0,13417;0,89812;2020
123;Ukraine;Commonwealth of Independent States;4,56070;5,07872;0,85380;65;0,46075;0,31335;0,98190;2020
124;Liberia;Sub-Saharan Africa;4,55790;1,13298;0,59496;56;0,58555;0,39832;0,90408;2020
125;Palestinian Territories;Middle East and North Africa;4,55280;3,82526;0,77202;62;0,43086;0,16113;0,86512;2020
126;Uganda;Sub-Saharan Africa;4,43200;2,03255;0,67999;56;0,57940;0,46473;0,88030;2020
127;Chad;Sub-Saharan Africa;4,42270;1,96715;0,47760;48;0,32974;0,36995;0,83916;2020
128;Tunisia;Middle East and North Africa;4,39220;5,69243;0,56357;67;0,34021;0,09807;0,91766;2020
129;Mauritania;Middle East and North Africa;4,37460;3,51203;0,71940;57;0,26788;0,22621;0,77069;2020
130;Sri Lanka;South Asia;4,32700;5,84370;0,77214;67;0,76252;0,44342;0,90726;2020
131;Congo (Kinshasa);Sub-Saharan Africa;4,31100;0,40664;0,53830;53;0,52595;0,44633;0,84720;2020
132;Swaziland;Sub-Saharan Africa;4,30810;5,38526;0,68807;51;0,43264;0,11805;0,72473;2020
133;Myanmar;Southeast Asia;4,30800;4,41271;0,70962;59;0,86183;1,00000;0,64827;2020
134;Comoros;Sub-Saharan Africa;4,28860;2,70467;0,46734;57;0,26112;0,45372;0,81235;2020
135;Togo;Sub-Saharan Africa;4,18720;1,74478;0,35386;55;0,43784;0,35235;0,78463;2020
136;Ethiopia;Sub-Saharan Africa;4,18620;2,05070;0,64689;59;0,59510;0,39960;0,77973;2020
137;Madagascar;Sub-Saharan Africa;4,16560;1,59144;0,53225;59;0,27834;0,33553;0,85699;2020
138;Egypt;Middle East and North Africa;4,15140;5,69560;0,63489;62;0,53902;0,12074;0,82095;2020
139;Sierra Leone;Sub-Saharan Africa;3,92640;1,56546;0,48333;51;0,55105;0,45216;0,91008;2020
140;Burundi;Sub-Saharan Africa;3,77530;0,00000;0,26078;53;0,39725;0,32888;0,60202;2020
141;Zambia;Sub-Saharan Africa;3,75940;3,49347;0,57900;55;0,70870;0,43983;0,83738;2020
142;Haiti;Latin America and Caribbean;3,72080;1,85292;0,41786;56;0,24420;0,81414;0,69627;2020
143;Lesotho;Sub-Saharan Africa;3,65280;2,96054;0,70365;48;0,59049;0,18011;0,90531;2020
144;India;South Asia;3,57330;4,75426;0,41627;60;0,83826;0,41605;0,80196;2020
145;Malawi;Sub-Saharan Africa;3,53800;1,14881;0,34271;58;0,70303;0,37413;0,75311;2020
146;Yemen;Middle East and North Africa;3,52740;2,55553;0,76086;57;0,35155;0,16618;0,83616;2020
147;Botswana;Sub-Saharan Africa;3,47890;6,49160;0,70155;59;0,73433;0,05863;0,80909;2020
148;Tanzania;Sub-Saharan Africa;3,47620;2,97501;0,56390;57;0,73470;0,47654;0,61760;2020
149;Central African Republic;Sub-Saharan Africa;3,47590;0,26728;0,00000;45;0,42237;0,44491;0,94699;2020
150;Rwanda;Sub-Saharan Africa;3,31230;2,23367;0,33787;61;0,87136;0,41365;0,08932;2020
151;Zimbabwe;Sub-Saharan Africa;3,29920;2,76938;0,67709;56;0,54438;0,26561;0,84821;2020
152;South Sudan;Sub-Saharan Africa;2,81660;1,88122;0,35751;51;0,09464;0,36843;0,79151;2020
153;Afghanistan;South Asia;2,56690;1,95686;0,23032;53;0,00000;0,23733;0,99770;2020
149;Afghanistan;South Asia;2,52290;2,11402;0,00000;52;0,00000;0,22474;0,98250;2021
93;Albania;Central and Eastern Europe;5,11740;5,75740;0,45126;69;0,68576;0,31123;0,95529;2021
109;Argelia;Sub-Saharan Africa;4,88710;5,40196;0,65216;66;0,16650;0,26656;0,78135;2021
57;Argentina;Latin America and Caribbean;5,92930;6,63769;0,83585;69;0,75926;0,12830;0,87708;2021
86;Armenia;Commonwealth of Independent States;5,28260;5,69131;0,64658;67;0,75390;0,14524;0,63853;2021
11;Australia;North America and ANZ;7,18350;8,30190;0,91777;74;0,90401;0,53836;0,42027;2021
10;Austria;Western Europe;7,26780;8,52282;0,90629;73;0,89388;0,39740;0,46586;2021
90;Azerbaijan;Commonwealth of Independent States;5,17080;5,85365;0,71746;66;0,73492;0,07907;0,49513;2021
22;Bahrain;Middle East and North Africa;6,64690;8,04848;0,76689;69;0,92328;0,45470;0,74649;2021
101;Bangladesh;South Asia;5,02460;3,62965;0,44354;65;0,84173;0,29746;0,69948;2021
75;Belarus;Commonwealth of Independent States;5,53350;6,42137;0,85914;66;0,45531;0,12996;0,63534;2021
20;Belgium;Western Europe;6,83400;8,35672;0,85124;72;0,68250;0,16245;0,65738;2021
99;Benin;Sub-Saharan Africa;5,04520;2,89676;0,04981;55;0,63859;0,30655;0,67503;2021
69;Bolivia;Latin America and Caribbean;5,71590;4,80988;0,66687;64;0,83771;0,25411;0,88297;2021
64;Bosnia and Herzegovina;Central and Eastern Europe;5,81310;5,89613;0,78370;68;0,55168;0,48291;0,99052;2021
146;Botswana;Sub-Saharan Africa;3,46650;6,27831;0,61801;59;0,75231;0,05061;0,83820;2021
35;Brazil;Latin America and Caribbean;6,33010;5,87077;0,80524;67;0,71835;0,26166;0,78662;2021
88;Bulgaria;Central and Eastern Europe;5,26550;6,74535;0,89975;67;0,69022;0,23100;0,99157;2021
113;Burkina Faso;Sub-Saharan Africa;4,83380;2,08086;0,40293;54;0,53165;0,33691;0,77674;2021
140;Burundi;Sub-Saharan Africa;3,77530;0,00000;0,05329;53;0,41572;0,31852;0,61230;2021
114;Cambodia;Southeast Asia;4,83040;3,44236;0,58036;62;0,98037;0,38822;0,88816;2021
91;Cameroon;Sub-Saharan Africa;5,14180;3,10058;0,47471;54;0,59393;0,37820;0,89303;2021
14;Canada;North America and ANZ;7,10330;8,26303;0,89088;74;0,90575;0,45492;0,38807;2021
128;Chad;Sub-Saharan Africa;4,35540;1,45411;0,30116;48;0,33461;0,39712;0,84554;2021
43;Chile;Latin America and Caribbean;6,17190;6,85610;0,80658;70;0,61143;0,29391;0,87288;2021
84;China;East Asia;5,33910;6,06207;0,66924;70;0,88810;0,17144;0,78545;2021
52;Colombia;Latin America and Caribbean;6,01240;5,83025;0,73847;68;0,77371;0,18483;0,88515;2021
131;Comoros;Sub-Saharan Africa;4,28860;2,78460;0,31338;57;0,28190;0,44560;0,81488;2021
83;Congo (Brazzaville);Sub-Saharan Africa;5,34170;2,95714;0,33417;58;0,53194;0,26589;0,77295;2021
16;Costa Rica;Latin America and Caribbean;7,06940;6,47464;0,82391;71;0,93933;0,19487;0,84769;2021
60;Croatia;Central and Eastern Europe;5,88170;7,14768;0,88595;71;0,63212;0,20546;1,00000;2021
39;Cyprus;Western Europe;6,22350;7,86375;0,65284;74;0,64801;0,32932;0,88900;2021
18;Czech Republic;Central and Eastern Europe;6,96470;7,82406;0,92998;71;0,81013;0,09619;0,91653;2021
2;Denmark;Western Europe;7,61950;8,57642;0,94517;73;0,95837;0,38358;0,11299;2021
73;Dominican Republic;Latin America and Caribbean;5,54510;6,31987;0,75007;66;0,81207;0,18665;0,73737;2021
66;Ecuador;Latin America and Caribbean;5,76400;5,34315;0,68785;69;0,78255;0,19824;0,88705;2021
132;Egypt;Middle East and North Africa;4,28270;5,45037;0,55191;62;0,62343;0,12780;0,83139;2021
49;El Salvador;Latin America and Caribbean;6,06050;4,82622;0,57554;66;0,85967;0,21440;0,70717;2021
40;Estonia;Western Europe;6,18880;7,67446;0,92027;69;0,89562;0,21931;0,51866;2021
133;Ethiopia;Sub-Saharan Africa;4,27470;2,11179;0,57905;59;0,62947;0,44613;0,79145;2021
1;Finland;Western Europe;7,84210;8,26118;0,94362;72;0,96454;0,22947;0,12117;2021
21;France;Western Europe;6,68990;8,11889;0,92199;74;0,74800;0,17070;0,57009;2021
112;Gabon;Sub-Saharan Africa;4,85180;5,92207;0,60308;60;0,59282;0,10642;0,88363;2021
98;Gambia;Sub-Saharan Africa;5,05100;2,09648;0,43630;55;0,53587;0,85851;0,77446;2021
108;Georgia;Commonwealth of Independent States;4,89140;5,88527;0,40074;64;0,68128;0,05991;0,66835;2021
13;Germany;Western Europe;7,15450;8,45544;0,84669;73;0,83861;0,36012;0,44109;2021
95;Ghana;Sub-Saharan Africa;5,08840;3,88112;0,50767;58;0,72191;0,49597;0,89369;2021
68;Greece;Middle East and North Africa;5,72260;7,27059;0,69218;73;0,33994;0,00000;0,86448;2021
30;Guatemala;Latin America and Caribbean;6,43450;4,82532;0,67397;65;0,89069;0,30198;0,80870;2021
102;Guinea;Sub-Saharan Africa;4,98430;2,39946;0,33995;55;0,53616;0,46141;0,79789;2021
143;Haiti;Latin America and Caribbean;3,61490;1,67985;0,14780;56;0,35964;0,85533;0,74540;2021
59;Honduras;Latin America and Caribbean;5,91920;4,01677;0,67134;67;0,80778;0,44490;0,84769;2021
77;Hong Kong S.A.R. of China;East Asia;5,47670;8,71040;0,71719;77;0,56946;0,42846;0,37404;2021
53;Hungary;Central and Eastern Europe;5,99160;7,42912;0,92415;68;0,63424;0,12290;0,92633;2021
4;Iceland;Western Europe;7,55390;8,46586;1,00000;73;0,97449;0,54046;0,68920;2021
139;India;South Asia;3,81890;4,23021;0,26976;61;0,86913;0,45496;0,80681;2021
82;Indonesia;Southeast Asia;5,34450;5,44669;0,67036;62;0,83471;1,00000;0,91599;2021
118;Iran;Middle East and North Africa;4,72120;5,88487;0,47556;66;0,38368;0,61061;0,73740;2021
111;Iraq;Middle East and North Africa;4,85410;5,19779;0,54407;61;0,42152;0,28332;0,92520;2021
15;Ireland;Western Europe;7,08530;9,39281;0,93137;72;0,84572;0,44033;0,32797;2021
12;Israel;Middle East and North Africa;7,15710;7,86120;0,91600;74;0,71090;0,38427;0,78279;2021
28;Italy;Western Europe;6,48310;7,95726;0,80209;74;0,52885;0,24578;0,91415;2021
85;Ivory Coast;Sub-Saharan Africa;5,30600;3,82295;0,34881;50;0,61136;0,32742;0,83103;2021
37;Jamaica;Latin America and Caribbean;6,30920;5,09031;0,79545;68;0,86310;0,18242;0,93593;2021
56;Japan;East Asia;5,94050;7,93438;0,80975;75;0,70362;0,03611;0,64840;2021
127;Jordan;Middle East and North Africa;4,39460;5,08214;0,58467;67;0,63484;0,14627;0,72628;2021
45;Kazakhstan;Commonwealth of Independent States;6,15180;7,02310;0,94075;65;0,80011;0,26360;0,75943;2021
121;Kenya;Sub-Saharan Africa;4,60660;3,44317;0,43331;61;0,67438;0,69304;0,86716;2021
33;Kosovo;Central and Eastern Europe;6,37200;5,35379;0,68871;64;0,82807;0,65755;0,97451;2021
47;Kuwait;Middle East and North Africa;6,10610;8,34399;0,73065;67;0,82487;0,22176;0,76311;2021
67;Kyrgyzstan;Commonwealth of Independent States;5,74360;3,79776;0,82789;64;0,93950;0,49109;0,96314;2021
100;Laos;East Asia;5,03000;4,61369;0,51001;59;0,89789;0,49571;0,67209;2021
51;Latvia;Western Europe;6,03200;7,34240;0,89346;67;0,56563;0,15203;0,83724;2021
123;Lebanon;Middle East and North Africa;4,58380;5,96729;0,74031;67;0,24384;0,25875;0,95192;2021
145;Lesotho;Sub-Saharan Africa;3,51180;2,57512;0,62320;49;0,56631;0,18997;0,97205;2021
120;Liberia;Sub-Saharan Africa;4,62520;1,30184;0,49489;56;0,60083;0,40784;0,89568;2021
80;Libya;Middle East and North Africa;5,41030;5,96054;0,70026;62;0,66168;0,24287;0,68190;2021
38;Lithuania;Western Europe;6,25540;7,70947;0,90851;68;0,66529;0,10301;0,86737;2021
8;Luxembourg;Western Europe;7,32440;10,00000;0,85558;73;0,89301;0,30684;0,35510;2021
135;Madagascar;Sub-Saharan Africa;4,20850;1,51864;0,42883;59;0,28964;0,34110;0,84115;2021
144;Malawi;Sub-Saharan Africa;3,60000;0,64296;0,14298;58;0,67635;0,39358;0,75475;2021
81;Malaysia;Southeast Asia;5,38430;7,18950;0,68016;67;0,87168;0,49831;0,88332;2021
89;Maldives;East Asia;5,19760;6,36701;0,86590;71;0,80256;0,37622;0,86623;2021
117;Mali;Sub-Saharan Africa;4,72350;2,21162;0,50325;52;0,53624;0,30388;0,86888;2021
23;Malta;Western Europe;6,60200;8,05856;0,90005;72;0,92705;0,50717;0,66601;2021
134;Mauritania;Middle East and North Africa;4,22740;3,80442;0,63873;57;0,30503;0,21905;0,75690;2021
50;Mauritius;Sub-Saharan Africa;6,04900;6,73044;0,84964;67;0,82459;0,28208;0,82469;2021
36;Mexico;Latin America and Caribbean;6,31680;6,43272;0,70778;69;0,81706;0,17035;0,83641;2021
65;Moldova;Central and Eastern Europe;5,76640;5,62459;0,75754;66;0,74839;0,25247;0,97536;2021
70;Mongolia;East Asia;5,67720;5,51731;0,90820;63;0,55385;0,48652;0,90335;2021
72;Montenegro;Central and Eastern Europe;5,58050;6,59448;0,76034;69;0,55432;0,30606;0,85181;2021
106;Morocco;Middle East and North Africa;4,91800;4,52474;0,18719;66;0,66589;0,06321;0,83919;2021
115;Mozambique;Sub-Saharan Africa;4,79450;1,04394;0,54046;55;0,84989;0,42057;0,70266;2021
126;Myanmar;Southeast Asia;4,42580;3,80272;0,60797;59;0,83938;0,96061;0,67365;2021
124;Namibia;Sub-Saharan Africa;4,57410;5,03915;0,68320;57;0,57369;0,16775;0,89195;2021
87;Nepal;South Asia;5,26890;2,96276;0,59919;64;0,68106;0,53051;0,75292;2021
5;Netherlands;Western Europe;7,46400;8,57370;0,92056;72;0,90310;0,55870;0,29856;2021
9;New Zealand;North America and ANZ;7,27660;7,99680;0,93314;73;0,92938;0,50911;0,18624;2021
55;Nicaragua;Latin America and Caribbean;5,97210;3,96098;0,77138;68;0,77172;0,37092;0,67838;2021
96;Niger;Sub-Saharan Africa;5,07410;0,92251;0,34312;54;0,72126;0,36953;0,71215;2021
116;Nigeria;Sub-Saharan Africa;4,75930;3,78638;0,53327;50;0,60448;0,39237;0,92894;2021
94;North Macedonia;Central and Eastern Europe;5,10120;6,10203;0,65815;65;0,62789;0,39250;0,96015;2021
6;Norway;Western Europe;7,39250;8,81579;0,94524;73;0,98208;0,45990;0,21935;2021
105;Pakistan;South Asia;4,93400;3,63774;0,36125;59;0,58436;0,46489;0,82229;2021
125;Palestinian Territories;Middle East and North Africa;4,51670;3,69013;0,69828;62;0,46105;0,15142;0,86234;2021
41;Panama;Latin America and Caribbean;6,17960;7,41300;0,83269;70;0,83302;0,14688;0,90243;2021
71;Paraguay;Latin America and Caribbean;5,65260;5,61302;0,82782;66;0,84076;0,38118;0,93275;2021
63;Peru;Latin America and Caribbean;5,83960;5,63345;0,71048;68;0,74818;0,16156;0,94377;2021
61;Philippines;Southeast Asia;5,88020;4,86958;0,70594;62;0,90970;0,23058;0,76956;2021
44;Poland;Central and Eastern Europe;6,16610;7,47651;0,83732;70;0,77988;0,14859;0,76207;2021
58;Portugal;Western Europe;5,92900;7,55476;0,80111;73;0,86673;0,05274;0,93933;2021
46;Romania;Central and Eastern Europe;6,14000;7,28045;0,70976;67;0,78740;0,08279;0,99875;2021
76;Russia;Commonwealth of Independent States;5,47720;7,09090;0,84612;65;0,57157;0,21297;0,88952;2021
147;Rwanda;Sub-Saharan Africa;3,41470;2,07692;0,17247;61;0,87530;0,42024;0,09895;2021
26;Saudi Arabia;Middle East and North Africa;6,49400;8,19593;0,82245;67;0,84216;0,16719;0,70219;2021
92;Senegal;Sub-Saharan Africa;5,13180;2,95906;0,47591;60;0,53276;0,29185;0,83836;2021
48;Serbia;Central and Eastern Europe;6,07790;6,28846;0,78804;69;0,67271;0,34994;0,87865;2021
138;Sierra Leone;Sub-Saharan Africa;3,84940;1,59352;0,32170;52;0,57009;0,44853;0,91490;2021
32;Singapore;Southeast Asia;6,37650;9,68360;0,86924;77;0,92703;0,32509;0,00000;2021
34;Slovakia;Central and Eastern Europe;6,33090;7,45049;0,90955;69;0,65371;0,19812;0,96723;2021
29;Slovenia;Central and Eastern Europe;6,46070;7,77061;0,93279;71;0,96345;0,22595;0,84504;2021
103;South Africa;Sub-Saharan Africa;4,95640;5,52209;0,76313;57;0,62482;0,26655;0,90697;2021
62;South Korea;East Asia;5,84550;8,01277;0,64663;74;0,49333;0,24698;0,75243;2021
27;Spain;Western Europe;6,49070;7,85340;0,90130;75;0,64519;0,24950;0,77365;2021
129;Sri Lanka;South Asia;4,32500;5,65743;0,69937;67;0,78129;0,44231;0,91105;2021
130;Swaziland;Sub-Saharan Africa;4,30810;4,84883;0,59133;51;0,45051;0,12449;0,73048;2021
7;Sweden;Western Europe;7,36270;8,44436;0,90558;73;0,95662;0,45121;0,18137;2021
3;Switzerland;Western Europe;7,57150;8,94398;0,92083;74;0,91274;0,37698;0,24463;2021
24;Taiwan Province of China;East Asia;6,58440;8,45234;0,83730;70;0,68427;0,26233;0,74572;2021
78;Tajikistan;Commonwealth of Independent States;5,46620;2,90437;0,76318;64;0,76524;0,28008;0,54898;2021
142;Tanzania;Sub-Saharan Africa;3,62320;2,47494;0,46023;58;0,76717;0,56804;0,57737;2021
